institution,ukprn,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
University of Southampton,10007158,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",90d5f685-40d8-423e-b30b-cb946bed66aa,"Influencing changes to nurse staffing legislation, policy and practice to improve patient safety in hospitals in the UK and internationally",A,3.8,High,39.81526427061314,12.61069332276251,14.953368279302069,16.237819897084044,0.3738,0.0,0.4404,0.6597,0.842,45,16,6,###; ###  4,4.0,2120,17
University of Strathclyde,10007805,19.0,Politics and International Studies,d229561a-439d-4e9f-ac1d-effbc85f9987,"Influencing Cohesion Policy and territorial cooperation in Europe, the UK and the Caribbean through comparative public policy analysis",C,4.0,High,5.733113411293743,13.84494382638011,21.73210951795166,22.747690446777845,0.1642,0.0,0.0,0.3868,0.6449,55,5,11,### 1; ### 1; ### 1; ### 1,4.0,1619,22
The University of Manchester,10007798,21.0,Sociology,bf2ef9eb-7806-4b8b-8291-41f7ee95de8f,Influencing cultural policy for democracy by mobilising the civic capacity of ‘left behind’ communities,C,3.5,High,16.711481001727122,13.259913557858377,19.78447435784618,21.285370252493102,0.307,0.0,0.3715,0.6339,0.7001,23,13,8,4\,4.0,1571,18
The Royal Central School of Speech and Drama,10007816,33.0,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",b5e367df-0899-47ff-aa99-3e58721f7e00,"Influencing cultural understanding and practices in the programming, exhibition, and production of films from Spain and Latin America",D,3.8329999999999997,High,9.931928087545629,13.627777210352614,22.211634919327892,26.65179369973479,0.3382,0.0,0.4215,0.6542,0.883,40,41,16,"9,239 people\",9239.0,2441,18
Sheffield Hallam University,10005790,23.0,Education,8531a0e0-7978-4e0c-bbf7-f458f1899eba,"Influencing Debate, Design and Practice around Toilets and Accessibility",C,3.25,High,30.104135610766093,12.053318426501036,16.52667757954773,18.048030072647407,0.2252,0.0,0.2263,0.4404,0.6309,26,6,17,###; ###  4; ####  Enabling Activism; ####  ; ####  ; ####  ,4.0,1973,20
University of Cambridge,10007788,23.0,Education,1f332137-00d2-4687-a6e3-4eb3017017eb,Influencing education financing and policy in international development settings by tackling disadvantage from the early years,C,3.8,High,22.612949950932318,13.122776618533576,17.80541091248751,20.645626822157432,0.1587,-0.4586,0.0,0.4939,0.7057,36,7,5,an additional £500; £4.7 million; 18,4700518.0,1029,19
"City, University of London",10001478,17.0,Business and Management Studies,f1ad221e-1e27-4c1f-a8fc-38bd828974ef,Influencing government policies to increase disability employment.,C,3.6109999999999998,High,15.31808415804187,12.743560733801718,19.760365238779126,21.824985153579355,0.3075,0.0,0.2732,0.6124,0.7744,29,14,4,£284 billion; £284 billion,568000000000.0,1971,14
University of Oxford,10007774,21.0,Sociology,5e918d8d-6735-42cc-9849-0eccd21c9b50,Influencing government policy and social initiatives to promote social integration of ethnic minorities in England,C,3.875,High,16.868222625843316,13.300735599377271,19.37290641378463,23.605569785442867,0.2517,0.0,0.2616,0.5788,0.7394,46,15,8,###; ###  ; ###  Policy; ###  Local,0.0,1663,21
The University of Sheffield,10007157,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",895197b9-ea5b-44ac-90f7-0efb4e533d8f,Influencing guidelines and dental practice on antibiotic prophylaxis for infective endocarditis prevention,A,3.389,High,21.819125238177747,13.773959807148218,18.290472743859997,21.973845270231465,0.1952,-0.1999,0.0,0.5473,0.7557,10,1,8,,0.0,757,10
University of Exeter,10007792,28.0,History,4389fc9b-f511-4f74-8bce-c375beca7139,"Influencing heritage management policy and practice, enabling community agency, and delivering new cultural products through Indigenising community engagement",D,3.8,High,23.362886870378958,12.638527094886014,17.850510189541964,18.326485320823245,0.2138,0.0,0.0,0.5784,0.7974,37,10,22,,0.0,1652,23
King's College London,10003645,17.0,Business and Management Studies,d5961110-e1ed-4e6c-8a19-90558f7d867c,Influencing Housing Policy: Addressing the Effects of Foreign Investment on UK House Prices and Home Ownership,C,3.5009999999999994,High,33.441824242424275,12.008180303030304,16.581925556534415,18.526266642568835,0.1758,-0.0771,0.0,0.4019,0.7,11,4,7,###; ###  4; about 2.1 per cent,6.1,1006,13
The University of Manchester,10007798,17.0,Business and Management Studies,fe26d581-27a7-4a98-a28f-297b5e1e030e,Influencing Innovation and Servitization in Small and Medium-sized Enterprises (SMEs) in Manchester,C,3.7,High,29.7839424176166,13.047842868242007,16.73471155926625,17.221813097103016,0.3263,0.0,0.3818,0.5598,0.7659,14,5,4,,0.0,1486,26
Anglia Ruskin University Higher Education Corporation,10000291,17.0,Business and Management Studies,013d16f8-ad05-4f8f-9a18-70e3722c1756,Influencing Innovation Policy and Practice in the Digital Telecommunications Sector,C,3.5,High,15.587367256637208,13.453188228562711,19.269765397769653,21.58533305711972,0.2675,0.0,0.0772,0.5493,0.8176,50,13,7,###; ###  4; ###  Developing; ###  Improving; ###  ; ###  Introducing,4.0,1831,30
The University of Manchester,10007798,17.0,Business and Management Studies,79b496e6-dfef-42fd-93c4-d56b8710b8b9,Influencing International and National Employment Policies to Promote Inclusive Labour Markets,C,3.7,High,18.322916063983683,13.323524793669703,19.953999075865017,21.615160361377754,0.1672,-0.1425,0.0,0.4215,0.6832,32,3,13,,0.0,1540,25
University of Sunderland,10007159,20.0,Social Work and Social Policy,471b336f-7495-4d99-a88c-e9f5c89aa966,Influencing international government policy on and public attitudes towards assisted suicide,C,4.0,High,28.40536885245902,12.517966666666666,18.026119701940384,18.847184368737473,0.0028,-0.6705,0.0,0.128,0.4658,21,7,11,,0.0,998,14
Queen Mary University of London,10007775,9.0,Physics,67779e8b-8f53-45dd-a716-ed8513a21ced,"Influencing International Science Policy, Space Exploration and Culture through the Discovery of our Nearest Exoplanet",B,3.125,High,24.44704162102957,13.04791944261896,17.560788598988747,20.078284098429698,0.3583,0.0,0.4012,0.7001,0.8221,23,13,8,"#  Creation; 357,866](https://www.kickstarter.com",357866.0,1511,24
The University of Manchester,10007798,18.0,Law,8eca5726-be1d-4a66-81db-0db428850ec0,"Influencing Labour Standards and Stakeholder Action Through International, European and National Law and Policy",C,3.4,High,1.8256029106029246,14.956266504966505,21.35579329476794,32.172372852035515,0.2301,0.0,0.1027,0.5181,0.7408,35,1,3,,0.0,1334,16
Brunel University London,10000961,18.0,Law,09b63ad7-1501-4a07-8010-1ef71b811259,"Influencing law, policy and practice in creating a ban on payment surcharges",C,3.25,High,41.15384035585268,12.100103875890476,14.790194502661404,14.5125164983165,0.0792,-0.3378,0.0,0.2023,0.6041,20,9,2,"###; ###  4; an estimated €731,000,000",731000004.0,1100,13
Birmingham City University,10007140,18.0,Law,db40ffee-0a07-4f54-9906-a9c455057221,Influencing Legal Practice and Reform in the United States,C,2.5,Low,1.1428682707993687,16.47762907014682,20.898404214009055,39.5156997558991,0.0498,-0.6077,0.0,0.2732,0.8025,18,5,8,,0.0,1229,12
The University of Manchester,10007798,26.0,Modern Languages and Linguistics,6d2839b8-52d0-469e-b15d-7229c4ef0c49,Influencing local government strategies and European policy discussion on Eastern European Roma migrants,D,3.7,High,21.495274667964708,13.174599228148251,17.777969983067702,18.915153719832873,0.2674,0.0,0.2732,0.5536,0.7506,38,11,15,,0.0,1977,19
University of South Wales / Prifysgol De Cymru,10007793,20.0,Social Work and Social Policy,4bfdc47c-5b89-4b11-9c85-2a03094e0938,Influencing national and international policy and practice in the investigation and prevention of homicide,C,3.1659999999999995,High,19.325703703703738,13.030799276895944,18.714386041648385,20.07563736263736,0.0765,-0.5423,0.0,0.4019,0.5859,55,2,10,"###; ###  4; 20,000",20004.0,1950,24
Liverpool Hope University,10003956,14.0,Geography and Environmental Studies,55284258-2cbf-4dee-8aa1-ec5ba6433066,Influencing national cultural preparedness for environmental extremes in Malta,C,1.5,Low,11.091059105431327,13.411887348242812,19.8171,21.800052687038992,0.1465,-0.3051,0.0,0.4215,0.6407,14,6,3,###; ###  4,4.0,949,20
Loughborough University,10004113,32.0,"Art and Design: History, Practice and Theory",b63e4c0c-db82-4f53-ae38-900abf7cf3b2,Influencing national education policy in Canada to increase visibility and leadership of marginalized Indigenous women in Stó:lō Territory,D,3.571,High,11.570024686809148,13.534080545320561,19.54852023548838,22.716018709183977,0.1471,0.0,0.0,0.4019,0.6793,27,7,9,,0.0,1478,27
The University of Huddersfield,10007148,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",2be08eb0-28dc-4018-b2eb-a6fd7efcf17d,Influencing national guidance and transforming the international coronary angioplasty consenting process to benefit patients and cardiology services.,A,2.3,Low,28.519100876463085,12.978293678371333,15.572458643603156,17.673675085853546,0.3917,0.0,0.4767,0.6249,0.7935,34,1,10,###; an estimated £11k; ###  4; 11k,26.0,2006,21
"Solent University, Southampton",10006022,24.0,"Sport and Exercise Sciences, Leisure and Tourism",9526b422-bdae-458f-a0d9-1be5fdab60b0,"Influencing National Guidelines – Expert Working Group for the UK Chief Medical Officers Physical Activity Guidelines for Adults, and Expert Panel for Communication",C,2.5,Low,30.087391823221452,12.431714262738256,16.897676034921396,17.464700121984272,0.3585,0.0,0.3816,0.7048,0.8798,27,11,3,###; ###  4,4.0,1736,38
Edinburgh Napier University,10007772,17.0,Business and Management Studies,5298284e-4166-422a-8c77-cb058266a9bc,Influencing organisational strategy to support responsible business practice,C,2.667,Low,32.934073852111396,12.308863710123548,15.827824993895579,18.281971779365954,0.3727,0.0,0.4019,0.7088,0.8457,26,11,5,###; ###  4,4.0,963,8
University of Cambridge,10007788,4.0,"Psychology, Psychiatry and Neuroscience",9134a15f-1e34-482d-8569-193b010d1b2b,Influencing policy and legislation on diverse family forms,A,3.667,High,20.77964059243169,12.21682771041893,18.841974505239047,20.72139655675518,0.1592,-0.1058,0.0,0.3559,0.6241,28,5,11,###; ###  4,4.0,1490,25
The University of Birmingham,10006840,7.0,Earth Systems and Environmental Sciences,880400df-eef4-408f-bb46-a271c1c25e2b,Influencing policy and legislation on the use and disposal of chemical flame retardants,B,3.667,High,23.41723468768953,13.14189902971498,18.432939080055544,20.385310390549662,0.0148,-0.4755,0.0,0.22,0.5508,19,3,5,###; ###  4; 8.4,12.4,976,19
University of Bristol,10007786,14.0,Geography and Environmental Studies,93202af6-b1c0-41c1-a199-e9fb8a0d146c,Influencing policy and management to control nutrient enrichment in inland and coastal waters,C,3.75,High,5.722186336169727,14.060978584289062,21.9031,26.549768874252955,0.1889,0.0,0.0,0.4907,0.6501,53,6,5,###  1; ###  2; ###  3; ###  4; 50,60.0,1822,20
The University of Warwick,10007163,12.0,Engineering,f711020f-5ae5-4f8c-b4ac-910bc0bbb9c8,Influencing policy and practice on Fibre-Polymer Composites (FPCs) in civil engineering in the US and Europe,B,3.5,High,32.2147498436523,13.46640842003525,15.968530043664469,17.93158210583742,0.1668,0.0,0.0,0.4215,0.5574,47,13,11,###; ###  4,4.0,1833,15
Anglia Ruskin University Higher Education Corporation,10000291,18.0,Law,ca735ecd-8e35-4d6a-b8e0-3634321002ab,Influencing policy development across the digital divide,C,2.25,Low,19.731930577742332,12.719864749733759,19.43379562350061,21.286312883111393,0.2748,0.0,0.2516,0.5023,0.7639,59,3,10,###; ###  4; ###  ; ###  Influence; $2.3 billion; ###  Proposal,2300000004.0,1577,18
University of Bristol,10007786,21.0,Sociology,30c4c82e-faf0-414b-b73e-af00ee3222b0,Influencing policy on and public understanding of the inclusion of Muslim civil society actors in UK governance,C,3.1659999999999995,High,30.528937324929984,12.694822128851541,16.1666,18.11987274220033,0.3058,0.0,0.3612,0.5994,0.8591,35,9,4,###; ###  4; ###  Influenced; ###  Shaped; ###  Improved,4.0,1218,25
The University of Leeds,10007795,28.0,History,52f7f05e-009e-4e8f-ba23-108e5b100e63,Influencing Policy on the Chinese-North Korean Border Region,D,2.75,Low,26.736101998319526,12.810183352208382,17.7838755950726,19.468191139979567,0.1389,0.0,0.0,0.4166,0.5485,17,2,18,###,0.0,884,18
The University of Essex,10007791,30.0,Philosophy,8dc8b7fb-5740-47d1-8bce-f6b922178dc2,Influencing Policy to Foster Autonomy and Respect for Human Rights in Care Contexts,D,3.5,High,21.27945946138911,13.066189536212018,18.55527803443225,19.68239988814318,0.3148,-0.0766,0.36,0.6329,0.8268,50,9,18,###; ###  Research; ###  4,4.0,1490,24
University of Oxford,10007774,30.0,Philosophy,72db90b2-5963-41c9-9b5c-24f6aee026ce,"Influencing policy, educating the public and implementing placebo research that benefits patients",D,2.8759999999999994,Low,35.00313956009305,12.35577640821475,15.70729871150424,16.88595311705084,0.1275,-0.3818,0.0,0.4937,0.7184,17,3,4,###; ###  4; ###  Informed; ###  Changed; ###  Introduced; ###  Enhancing,4.0,1111,25
The University of Manchester,10007798,17.0,Business and Management Studies,3cc2cf85-2a25-42ca-991f-96de5cfdbf93,"Influencing policy, management practices, and response capabilities for the effective management of spontaneous volunteers during disasters",C,3.7,High,20.568205710577587,13.400578520441272,18.93202036852407,19.80515842324538,0.1577,-0.3351,0.0,0.4495,0.7355,51,11,21,,0.0,2035,32
"University of Salford, The",10007156,25.0,Area Studies,bb2f35b8-6f9c-4054-948b-1d00eb26e75a,Influencing practice and policy in the growth of European microfinance,D,3.0,Low,25.92627162322279,13.145412385466035,17.04934077108582,18.62234497645212,0.2738,-0.2732,0.296,0.6369,0.8618,9,1,9,###; ###  4,4.0,1911,23
University of Plymouth,10007801,18.0,Law,b2fc9e08-4835-4113-9697-0b6b753daadf,"Influencing provision, policy making and police training in the UK  and Europe to increase the profile of Gypsies, Travellers, and Roma  .",C,3.0,Low,18.8899859759116,13.180516311939725,19.322582152104477,22.076373995737008,-0.116,-0.8799,0.0,0.3818,0.5829,41,11,11,###; ###  4; \(3.5\,7.5,1926,18
The University of Essex,10007791,30.0,Philosophy,7c87286b-663a-4203-9331-1340702485ac,Influencing Public Policy and Improving both Public and Professional Understanding: A Tripartite Response to Experiences of Powerlessness and Moral Distress in Healthcare Contexts,D,3.5,High,34.876864406779674,11.77807605481428,15.924821689663386,18.545310175410904,0.2424,-0.2732,0.2247,0.5921,0.8373,18,9,10,###; ###  4,4.0,1718,15
The University of Bath,10007850,17.0,Business and Management Studies,bde72469-ae70-4695-8148-94b4c307c85f,Influencing regulatory policy development and decarbonization,C,3.429,High,21.816157256348447,12.863669395186077,18.93792645699447,19.82917534477906,0.1352,-0.4968,0.0644,0.538,0.6808,20,5,3,around £720 million,720000000.0,1122,18
Cardiff University / Prifysgol Caerdydd,10007814,17.0,Business and Management Studies,2f8cf8bc-fd3a-40e8-a8d6-f6043e7c161e,Influencing renewable energy investments in Wales through a regional economic modelling framework,C,3.5,High,16.33771872499335,13.559992403900297,20.017132127232433,21.808448160535114,0.3511,0.0,0.3612,0.6964,0.8391,21,5,1,£87M; approximately £500; 60; 27; 138; 100; 96; £87M; 100,1195.0,1495,30
The London School of Economics and Political Science,10004063,17.0,Business and Management Studies,681af2a6-bbf5-4a64-8426-070ba0c57bcd,Influencing risk culture change processes in financial institutions,C,3.375,High,15.545832002851057,13.44660814540271,18.75322607476015,21.133140028288544,-0.0296,-0.3448,0.0,0.0772,0.3442,23,4,6,,0.0,1414,26
The University of Surrey,10007160,10.0,Mathematical Sciences,172b1d27-667d-4b3b-a54e-d45f8584889e,"Influencing school start times, permanent daylight saving and shift workers: Mathematical models for sleep, light and the body clock",B,2.6670000000000003,Low,34.199292088647155,12.796401450362591,16.218646115125612,18.705816666666664,0.0458,-0.3971,0.0,0.3346,0.4533,32,14,10,###; ###  4; ###  1; ###  2; ###  3; ###  4,14.0,1350,16
Edinburgh Napier University,10007772,17.0,Business and Management Studies,ac334bf1-70da-40eb-a5b2-301464ac3dd6,Influencing Scottish policy and legislation around governance and renumeration,C,2.667,Low,22.438078725398356,12.670589128397376,18.962600775829134,22.403106931382794,0.1831,-0.0976,0.0,0.5005,0.7776,16,8,1,###,0.0,783,18
Coventry University,10001726,12.0,Engineering,8df67c81-c483-4a27-b28a-dab2f00e941f,Influencing Single Pilot Aircraft Research Strategy,B,2.278,Low,3.95690637450204,13.604753492695885,18.35118385865746,23.2813368283093,0.2615,0.0,0.128,0.4404,0.7269,23,1,2,###; ###  4; £18 million; 4\,18000008.0,763,10
